C12-1041	3
C12-1042	5
C12-1043	2
C12-1044	2
C12-1045	2
C12-1046	4
C12-1047	5
C12-1048	1
C12-1049	4
C12-1050	2
C12-1051	2
C12-1052	2
C12-1053	3
C12-1054	6
C12-1055	3
C12-1056	3
C12-1057	3
C12-1058	2
C12-1059	2
C12-1060	3
C12-1061	2
C12-1062	5
C12-1063	2
C12-1064	3
C12-1065	3
C12-1066	4
C12-1067	2
C12-1068	5
C12-1069	3
C12-1070	2
C12-1071	5
C12-1072	3
C12-1073	4
C12-1074	2
C12-1075	4
C12-1076	11
C12-1077	3
C12-1078	2
C12-1079	4
C12-1080	3
C12-1081	2
C12-1082	2
C12-1083	5
C12-1084	3
C12-1085	4
C12-1086	4
C12-1087	3
C12-1088	4
C12-1089	3
C12-1090	2
C12-1091	5
C12-1092	3
C12-1093	3
C12-1094	2
C12-1095	1
C12-1096	4
C12-1097	2
C12-1098	5
C12-1099	2
C12-1100	4
C12-1101	4
C12-1102	2
C12-1103	4
C12-1104	4
C12-1105	3
C12-1106	4
C12-1107	3
C12-1108	2
C12-1109	4
C12-1110	2
C12-1111	3
C12-1112	2
C12-1113	2
C12-1114	2
C12-1115	4
C12-1116	3
C12-1117	2
C12-1118	3
C12-1119	2
C12-1120	2
C12-1121	3
C12-1122	3
C12-1123	2
C12-1124	2
C12-1125	3
C12-1126	2
C12-1127	4
C12-1128	5
C12-1129	2
C12-1130	3
C12-1131	6
C12-1132	2
C12-1133	1
C12-1134	2
C12-1135	3
C12-1136	4
C12-1137	2
C12-1138	3
C12-1139	4
C12-1140	3
C12-1141	3
C12-1142	3
C12-1143	3
C12-1144	4
C12-1145	9
C12-1146	4
C12-1147	3
C12-1148	3
C12-1149	5
C12-1150	2
C12-1151	3
C12-1152	3
C12-1153	3
C12-1154	2
C12-1155	9
C12-1156	5
C12-1157	3
C12-1158	4
C12-1159	3
C12-1160	2
C12-1161	2
C12-1162	2
C12-1163	2
C12-1164	3
C12-1165	4
C12-1166	2
C12-1167	3
C12-1168	4
C12-1169	4
C12-1170	1
C12-1171	5
C12-1172	4
C12-1173	6
C12-1174	2
C12-1175	3
C12-1176	5
C12-1177	5
C12-1178	2
C12-1179	4
C12-1180	6
C12-1181	4
C12-1182	4
C12-1183	3
C12-1184	2
C12-1185	4
C12-1186	4
C12-1187	5
C12-1188	4
C12-1189	5
C12-1190	6
C12-1191	2
C12-1192	3
C12-1193	3
C12-1194	3
C12-2001	1
C12-2002	2
C12-2003	3
C12-2004	1
C12-2005	2
C12-2006	3
C12-2007	1
C12-2008	3
C12-2009	3
C12-2010	3
C12-2011	5
C12-2012	2
C12-2013	2
C12-2014	2
C12-2015	2
C12-2016	2
C12-2017	1
C12-2018	5
C12-2019	2
C12-2020	2
C12-2021	2
C12-2022	4
C12-2023	3
C12-2024	3
C12-2025	2
C12-2026	3
C12-2027	3
C12-2028	1
C12-2029	2
C12-2030	2
C12-2031	5
C12-2032	2
C12-2033	4
C12-2034	4
C12-2035	6
C12-2036	2
C12-2037	3
C12-2038	2
C12-2039	2
C12-2040	2
C12-2041	4
C12-2042	2
C12-2043	2
C12-2044	3
C12-2045	2
C12-2046	4
C12-2047	3
C12-2048	2
C12-2049	3
C12-2050	3
C12-2051	1
C12-2052	2
C12-2053	5
C12-2054	3
C12-2055	2
C12-2056	2
C12-2057	3
C12-2058	2
C12-2059	1
C12-2060	2
C12-2061	2
C12-2062	2
C12-2063	2
C12-2064	3
C12-2065	3
C12-2066	3
C12-2067	3
C12-2068	4
C12-2069	3
C12-2070	5
C12-2071	5
C12-2072	3
C12-2073	2
C12-2074	3
C12-2075	2
C12-2076	2
C12-2077	2
C12-2078	3
C12-2079	9
C12-2080	4
C12-2081	7
C12-2082	4
C12-2083	3
C12-2084	5
C12-2085	3
C12-2086	2
C12-2087	4
C12-2088	2
C12-2089	3
C12-2090	4
C12-2091	4
C12-2092	2
C12-2093	4
C12-2094	2
C12-2095	2
C12-2096	4
C12-2097	2
C12-2098	2
C12-2099	3
C12-2100	3
C12-2101	4
C12-2102	7
C12-2103	3
C12-2104	1
C12-2105	5
C12-2106	3
C12-2107	2
C12-2108	3
C12-2109	3
C12-2110	2
C12-2111	4
C12-2112	4
C12-2113	3
C12-2114	2
C12-2115	2
C12-2116	4
C12-2117	3
C12-2118	3
C12-2119	3
C12-2120	3
C12-2121	2
C12-2122	6
C12-2123	2
C12-2124	4
C12-2125	2
C12-2126	1
C12-2127	2
C12-2128	3
C12-2129	3
C12-2130	3
C12-2131	2
C12-2132	4
C12-2133	5
C12-2134	3
C12-2135	2
C12-2136	2
C12-2137	2
C12-2138	5
C12-3001	1
C12-3002	2
C12-3003	3
C12-3004	3
C12-3005	2
C12-3006	1
C12-3007	2
C12-3008	3
C12-3009	2
C12-3010	2
C12-3011	2
C12-3012	3
C12-3013	3
C12-3014	3
C12-3015	3
C12-3016	2
C12-3017	4
C12-3018	3
C12-3019	3
C12-3020	3
C12-3021	3
C12-3022	2
C12-3023	4
C12-3024	2
C12-3025	2
C12-3026	3
C12-3027	3
C12-3028	2
C12-3029	3
C12-3030	4
C12-3031	3
C12-3032	3
C12-3033	4
C12-3034	3
C12-3035	1
C12-3036	2
C12-3037	2
C12-3038	5
C12-3039	3
C12-3040	4
C12-3041	6
C12-3042	2
C12-3043	2
C12-3044	3
C12-3045	4
C12-3046	1
C12-3047	1
C12-3048	2
C12-3049	2
C12-3050	3
C12-3051	2
C12-3052	2
C12-3053	1
C12-3054	2
C12-3055	3
C12-3056	2
C12-3057	3
C12-3058	2
C12-3059	5
C12-3060	4
C12-3061	8
C12-3062	2
C12-3063	2
C12-3064	2
C12-3065	2
C12-3066	3
C12-3067	3
C14-1001	1
C14-1002	2
C14-1003	2
C14-1004	3
C14-1005	2
C14-1006	3
C14-1007	2
C14-1008	2
C14-1009	3
C14-1010	4
C14-1011	4
C14-1012	3
C14-1013	3
C14-1014	2
C14-1015	5
C14-1016	7
C14-1017	3
C14-1018	5
C14-1019	2
C14-1020	7
C14-1021	4
C14-1022	3
C14-1023	2
C14-1024	2
C14-1025	2
C14-1026	4
C14-1027	6
C14-1028	3
C14-1029	3
C14-1030	4
C14-1031	2
C14-1032	3
C14-1033	4
C14-1034	3
C14-1035	3
C14-1036	2
C14-1037	1
C14-1038	3
C14-1039	3
C14-1040	3
C14-1041	4
C14-1042	1
C14-1043	2
C14-1044	5
C14-1045	3
C14-1046	2
C14-1047	3
C14-1048	4
C14-1049	3
C14-1050	4
C14-1051	4
C14-1052	1
C14-1053	4
C14-1054	4
C14-1055	3
C14-1056	2
C14-1057	4
C14-1058	2
C14-1059	2
C14-1060	4
C14-1061	2
C14-1062	4
C14-1063	3
C14-1064	3
C14-1065	5
C14-1066	2
C14-1067	3
C14-1068	2
C14-1069	3
C14-1070	2
C14-1071	4
C14-1072	2
C14-1073	3
C14-1074	1
C14-1075	3
C14-1076	2
C14-1077	3
C14-1078	3
C14-1079	4
C14-1080	2
C14-1081	2
C14-1082	2
C14-1083	2
C14-1084	4
C14-1085	3
C14-1086	3
C14-1087	4
C14-1088	9
C14-1089	3
C14-1090	3
C14-1091	4
C14-1092	4
C14-1093	2
C14-1094	2
C14-1095	3
C14-1096	4
C14-1097	3
C14-1098	4
C14-1099	2
C14-1100	11
C14-1101	1
C14-1102	2
C14-1103	2
C14-1104	5
C14-1105	3
C14-1106	5
C14-1107	4
C14-1108	5
C14-1109	3
C14-1110	1
C14-1111	4
C14-1112	4
C14-1113	2
C14-1114	3
C14-1115	5
C14-1116	5
C14-1117	3
C14-1118	3
C14-1119	3
C14-1120	2
C14-1121	3
C14-1122	2
C14-1123	2
C14-1124	4
C14-1125	2
C14-1126	3
C14-1127	4
C14-1128	1
C14-1129	6
C14-1130	2
C14-1131	2
C14-1132	4
C14-1133	4
C14-1134	2
C14-1135	6
C14-1136	3
C14-1137	3
C14-1138	3
C14-1139	1
C14-1140	3
C14-1141	5
C14-1142	2
C14-1143	2
C14-1144	3
C14-1145	4
C14-1146	1
C14-1147	2
C14-1148	2
C14-1149	9
C14-1150	2
C14-1151	3
C14-1152	5
C14-1153	3
C14-1154	4
C14-1155	3
C14-1156	6
C14-1157	4
C14-1158	5
C14-1159	2
C14-1160	2
C14-1161	5
C14-1162	5
C14-1163	3
C14-1164	2
C14-1165	4
C14-1166	3
C14-1167	4
C14-1168	4
C14-1169	2
C14-1170	3
C14-1171	4
C14-1172	3
C14-1173	2
C14-1174	1
C14-1175	1
C14-1176	3
C14-1177	3
C14-1178	4
C14-1179	5
C14-1180	3
C14-1181	2
C14-1182	2
C14-1183	1
C14-1184	7
C14-1185	2
C14-1186	3
C14-1187	2
C14-1188	3
C14-1189	2
C14-1190	3
C14-1191	1
C14-1192	7
C14-1193	6
C14-1194	4
C14-1195	4
C14-1196	4
C14-1197	3
C14-1198	2
C14-1199	4
C14-1200	1
C14-1201	2
C14-1202	2
C14-1203	2
C14-1204	3
C14-1205	2
C14-1206	4
C14-1207	2
C14-1208	2
C14-1209	3
C14-1210	4
C14-1211	1
C14-1212	5
C14-1213	5
C14-1214	4
C14-1215	4
C14-1216	2
C14-1217	3
C14-1218	3
C14-1219	5
C14-1220	5
C14-1221	3
C16-1001	2
C16-1002	4
C16-1003	2
C16-1004	5
C16-1005	8
C16-1006	3
C16-1007	2
C16-1008	3
C16-1009	3
C16-1010	3
C16-1011	5
C16-1012	3
C16-1013	2
C16-1014	2
C16-1015	5
C16-1016	2
C16-1017	3
C16-1018	5
C16-1019	1
C16-1020	3
C16-1021	5
C16-1022	2
C16-1023	3
C16-1024	2
C16-1025	7
C16-1026	2
C16-1027	3
C16-1028	1
C16-1029	6
C16-1030	3
C16-1031	4
C16-1032	2
C16-1033	2
C16-1034	3
C16-1035	4
C16-1036	5
C16-1037	3
C16-1038	3
C16-1039	4
C16-1040	4
C16-1041	2
C16-1042	3
C16-1043	3
C16-1044	3
C16-1045	6
C16-1046	3
C16-1047	4
C16-1048	7
C16-1049	3
C16-1050	4
C16-1051	2
C16-1052	4
C16-1053	5
C16-1054	5
C16-1055	5
C16-1056	2
C16-1057	2
C16-1058	2
C16-1059	1
C16-1060	1
C16-1061	1
C16-1062	4
C16-1063	3
C16-1064	3
C16-1065	3
C16-1066	3
C16-1067	3
C16-1068	4
C16-1069	2
C16-1070	4
C16-1071	2
C16-1072	4
C16-1073	3
C16-1074	3
C16-1075	4
C16-1076	6
C16-1077	3
C16-1078	3
C16-1079	3
C16-1080	2
C16-1081	2
C16-1082	6
C16-1083	5
C16-1084	4
C16-1085	3
C16-1086	3
C16-1087	3
C16-1088	1
C16-1089	4
C16-1090	4
C16-1091	3
C16-1092	8
C16-1093	2
C16-1094	5
C16-1095	6
C16-1096	3
C16-1097	1
C16-1098	3
C16-1099	4
C16-1100	7
C16-1101	2
C16-1102	3
C16-1103	3
C16-1104	5
C16-1105	2
C16-1106	4
C16-1107	6
C16-1108	2
C16-1109	2
C16-1110	5
C16-1111	3
C16-1112	3
C16-1113	2
C16-1114	4
C16-1115	2
C16-1116	2
C16-1117	7
C16-1118	2
C16-1119	2
C16-1120	5
C16-1121	3
C16-1122	4
C16-1123	5
C16-1124	2
C16-1125	3
C16-1126	3
C16-1127	3
C16-1128	2
C16-1129	2
C16-1130	5
C16-1131	4
C16-1132	4
C16-1133	2
C16-1134	4
C16-1135	4
C16-1136	4
C16-1137	4
C16-1138	7
C16-1139	4
C16-1140	2
C16-1141	3
C16-1142	2
C16-1143	3
C16-1144	5
C16-1145	3
C16-1146	4
C16-1147	3
C16-1148	4
C16-1149	2
C16-1150	5
C16-1151	4
C16-1152	3
C16-1153	5
C16-1154	2
C16-1155	3
C16-1156	1
C16-1157	2
C16-1158	3
C16-1159	2
C16-1160	4
C16-1161	7
C16-1162	3
C16-1163	9
C16-1164	5
C16-1165	3
C16-1166	5
C16-1167	5
C16-1168	3
C16-1169	3
C16-1170	4
C16-1171	4
C16-1172	4
C16-1173	2
C16-1174	2
C16-1175	3
C16-1176	5
C16-1177	1
C16-1178	2
C16-1179	3
C16-1180	3
C16-1181	2
C16-1182	1
C16-1183	4
C16-1184	9
C16-1185	2
C16-1186	3
C16-1187	6
C16-1188	2
C16-1189	3
C16-1190	2
C16-1191	3
C16-1192	4
C16-1193	3
C16-1194	4
C16-1195	3
C16-1196	5
C16-1197	4
C16-1198	3
C16-1199	4
C16-1200	2
C16-1201	4
C16-1202	4
C16-1203	4
C16-1204	2
C16-1205	4
C16-1206	1
C16-1207	6
C16-1208	4
C16-1209	2
C16-1210	3
C16-1211	5
C16-1212	3
C16-1213	5
C16-1214	3
C16-1215	2
C16-1216	6
C16-1217	5
C16-1218	6
C16-1219	3
C16-1220	3
C16-1221	2
C16-1222	1
C16-1223	2
C16-1224	3
C16-1225	2
C16-1226	4
C16-1227	2
C16-1228	5
C16-1229	3
C16-1230	5
C16-1231	3
C16-1232	2
C16-1233	2
C16-1234	4
C16-1235	4
C16-1236	5
C16-1237	4
C16-1238	2
C16-1239	3
C16-1240	5
C16-1241	3
C16-1242	3
C16-1243	3
C16-1244	5
C16-1245	3
C16-1246	3
C16-1247	3
C16-1248	1
C16-1249	4
C16-1250	3
C16-1251	4
C16-1252	6
C16-1253	4
C16-1254	3
C16-1255	4
C16-1256	2
C16-1257	3
C16-1258	3
C16-1259	2
C16-1260	2
C16-1261	2
C16-1262	2
C16-1263	2
C16-1264	2
C16-1265	2
C16-1266	5
C16-1267	2
C16-1268	2
C16-1269	3
C16-1270	4
C16-1271	3
C16-1272	5
C16-1273	2
C16-1274	3
C16-1275	7
C16-1276	4
C16-1277	3
C16-1278	4
C16-1279	2
C16-1280	3
C16-1281	4
C16-1282	4
C16-1283	6
C16-1284	4
C16-1285	6
C16-1286	3
C16-1287	2
C16-1288	4
C16-1289	5
C16-1290	6
C16-1291	4
C16-1292	5
C16-1293	4
C16-1294	6
C16-1295	5
C16-1296	2
C16-1297	2
C16-1298	3
C16-1299	4
C16-1300	5
C16-1301	3
C16-1302	3
C16-1303	5
C16-1304	3
C16-1305	5
C16-1306	5
C16-1307	3
C16-1308	4
C16-1309	5
C16-1310	4
C16-1311	4
C16-1312	1
C16-1313	4
C16-1314	4
C16-1315	6
C16-1316	6
C16-1317	3
C16-1318	3
C16-1319	4
C16-1320	11
C16-1321	2
C16-1322	3
C16-1323	5
C16-1324	5
C16-1325	6
C16-1326	4
C16-1327	3
C16-1328	6
C16-1329	6
C16-1330	3
C16-1331	3
C16-1332	3
C16-1333	3
C16-1334	3
C16-1335	6
C16-1336	2
C16-1337	2
D10-1001	4
D10-1002	3
D10-1003	2
D10-1004	5
D10-1005	2
D10-1006	4
D10-1007	3
D10-1008	3
D10-1009	5
D10-1010	2
D10-1011	3
D10-1012	2
D10-1013	6
D10-1014	3
D10-1015	3
D10-1016	3
D10-1017	3
D10-1018	2
D10-1019	5
D10-1020	3
D10-1021	2
D10-1022	3
D10-1023	3
D10-1024	3
D10-1025	3
D10-1026	2
D10-1027	2
D10-1028	3
D10-1029	4
D10-1030	2
D10-1031	2
D10-1032	2
D10-1033	4
D10-1034	2
D10-1035	1
D10-1036	4
D10-1037	3
D10-1038	4
D10-1039	3
D10-1040	3
D10-1041	3
D10-1042	5
D10-1043	4
D10-1044	3
D10-1045	4
D10-1046	2
D10-1047	3
D10-1048	7
D10-1049	3
D10-1050	3
D10-1051	3
D10-1052	3
D10-1053	3
D10-1054	3
D10-1055	4
D10-1056	3
D10-1057	3
D10-1058	2
D10-1059	2
D10-1060	5
D10-1061	4
D10-1062	2
D10-1063	2
D10-1064	1
D10-1065	2
D10-1066	1
D10-1067	2
D10-1068	2
D10-1069	4
D10-1070	4
D10-1071	6
D10-1072	3
D10-1073	2
D10-1074	2
D10-1075	3
D10-1076	4
D10-1077	2
D10-1078	3
D10-1079	7
D10-1080	3
D10-1081	3
D10-1082	2
D10-1083	3
D10-1084	3
D10-1085	3
D10-1086	2
D10-1087	3
D10-1088	2
D10-1089	2
D10-1090	3
D10-1091	3
D10-1092	5
D10-1093	3
D10-1094	2
D10-1095	2
D10-1096	2
D10-1097	2
D10-1098	5
D10-1099	3
D10-1100	2
D10-1101	2
D10-1102	3
D10-1103	3
D10-1104	5
D10-1105	3
D10-1106	4
D10-1107	2
D10-1108	2
D10-1109	4
D10-1110	6
D10-1111	2
D10-1112	2
D10-1113	2
D10-1114	2
D10-1115	2
D10-1116	2
D10-1117	2
D10-1118	1
D10-1119	4
D10-1120	4
D10-1121	3
D10-1122	2
D10-1123	3
D10-1124	4
D10-1125	5
D11-1001	2
D11-1002	5
D11-1003	2
D11-1004	2
D11-1005	3
D11-1006	3
D11-1007	8
D11-1008	2
D11-1009	2
D11-1010	2
D11-1011	3
D11-1012	2
D11-1013	5
D11-1014	5
D11-1015	5
D11-1016	2
D11-1017	8
D11-1018	2
D11-1019	3
D11-1020	3
D11-1021	2
D11-1022	4
D11-1023	2
D11-1024	5
D11-1025	3
D11-1026	2
D11-1027	3
D11-1028	3
D11-1029	2
D11-1030	3
D11-1031	2
D11-1032	2
D11-1033	3
D11-1034	3
D11-1035	3
D11-1036	3
D11-1037	4
D11-1038	2
D11-1039	2
D11-1040	6
D11-1041	4
D11-1042	4
D11-1043	4
D11-1044	2
D11-1045	5
D11-1046	3
D11-1047	2
D11-1048	2
D11-1049	3
D11-1050	2
D11-1051	2
D11-1052	2
D11-1053	3
D11-1054	3
D11-1055	6
D11-1056	2
D11-1057	2
D11-1058	2
D11-1059	3
D11-1060	2
D11-1061	3
D11-1062	5
D11-1063	4
D11-1064	2
D11-1065	2
D11-1066	5
D11-1067	4
D11-1068	2
D11-1069	2
D11-1070	1
D11-1071	2
D11-1072	9
D11-1073	5
D11-1074	2
D11-1075	5
D11-1076	9
D11-1077	2
D11-1078	3
D11-1079	3
D11-1080	1
D11-1081	4
D11-1082	5
D11-1083	2
D11-1084	3
D11-1085	5
D11-1086	4
D11-1087	2
D11-1088	2
D11-1089	2
D11-1090	2
D11-1091	2
D11-1092	3
D11-1093	2
D11-1094	3
D11-1095	2
D11-1096	3
D11-1097	2
D11-1098	3
D11-1099	2
D11-1100	3
D11-1101	3
D11-1102	2
D11-1103	3
D11-1104	3
D11-1105	4
D11-1106	2
D11-1107	3
D11-1108	4
D11-1109	6
D11-1110	3
D11-1111	3
D11-1112	2
D11-1113	2
D11-1114	3
D11-1115	2
D11-1116	2
D11-1117	3
D11-1118	4
D11-1119	5
D11-1120	4
D11-1121	5
D11-1122	2
D11-1123	4
D11-1124	3
D11-1125	2
D11-1126	5
D11-1127	5
D11-1128	6
D11-1129	2
D11-1130	2
D11-1131	3
D11-1132	4
D11-1133	7
D11-1134	3
D11-1135	4
D11-1136	1
D11-1137	4
D11-1138	4
D11-1139	4
D11-1140	4
D11-1141	4
D11-1142	3
D11-1143	3
D11-1144	2
D11-1145	3
D11-1146	3
D11-1147	4
D11-1148	2
D11-1149	2
D12-1001	3
D12-1002	2
D12-1003	3
D12-1004	5
D12-1005	1
D12-1006	3
D12-1007	3
D12-1008	4
D12-1009	1
D12-1010	2
D12-1011	6
D12-1012	6
D12-1013	4
D12-1014	3
D12-1015	3
D12-1016	2
D12-1017	4
D12-1018	4
D12-1019	5
D12-1020	3
D12-1021	3
D12-1022	2
D12-1023	2
D12-1024	2
D12-1025	2
D12-1026	4
D12-1027	3
D12-1028	2
D12-1029	2
D12-1030	2
D12-1031	2
D12-1032	3
D12-1033	4
D12-1034	7
D12-1035	6
D12-1036	3
D12-1037	6
D12-1038	4
D12-1039	3
D12-1040	2
D12-1041	3
D12-1042	4
D12-1043	2
D12-1044	3
D12-1045	5
D12-1046	2
D12-1047	4
D12-1048	5
D12-1049	3
D12-1050	2
D12-1051	3
D12-1052	2
D12-1053	6
D12-1054	2
D12-1055	2
D12-1056	2
D12-1057	5
D12-1058	3
D12-1059	2
D12-1060	2
D12-1061	4
D12-1062	3
D12-1063	3
D12-1064	3
D12-1065	3
D12-1066	3
D12-1067	3
D12-1068	6
D12-1069	2
D12-1070	2
D12-1071	2
D12-1072	5
D12-1073	6
D12-1074	3
D12-1075	2
D12-1076	4
D12-1077	3
D12-1078	4
D12-1079	2
D12-1080	2
D12-1081	4
D12-1082	3
D12-1083	3
D12-1084	2
D12-1085	5
D12-1086	3
D12-1087	4
D12-1088	4
D12-1089	3
D12-1090	2
D12-1091	3
D12-1092	4
D12-1093	4
D12-1094	4
D12-1095	2
D12-1096	4
D12-1097	2
D12-1098	3
D12-1099	3
D12-1100	3
D12-1101	3
D12-1102	3
D12-1103	3
D12-1104	3
D12-1105	2
D12-1106	2
D12-1107	3
D12-1108	3
D12-1109	4
D12-1110	4
D12-1111	3
D12-1112	4
D12-1113	2
D12-1114	5
D12-1115	2
D12-1116	1
D12-1117	1
D12-1118	4
D12-1119	4
D12-1120	2
D12-1121	2
D12-1122	2
D12-1123	3
D12-1124	5
D12-1125	4
D12-1126	5
D12-1127	3
D12-1128	2
D12-1129	2
D12-1130	2
D12-1131	4
D12-1132	2
D12-1133	2
D12-1134	6
D12-1135	1
D12-1136	2
D12-1137	5
D12-1138	4
D12-1139	3
D13-1001	4
D13-1002	7
D13-1003	2
D13-1004	3
D13-1005	4
D13-1006	4
D13-1007	2
D13-1008	4
D13-1009	4
D13-1010	4
D13-1011	4
D13-1012	2
D13-1013	2
D13-1014	4
D13-1015	3
D13-1016	3
D13-1017	2
D13-1018	2
D13-1019	3
D13-1020	3
D13-1021	3
D13-1022	3
D13-1023	4
D13-1024	5
D13-1025	4
D13-1026	2
D13-1027	2
D13-1028	2
D13-1029	4
D13-1030	3
D13-1031	4
D13-1032	3
D13-1033	2
D13-1034	2
D13-1035	4
D13-1036	5
D13-1037	3
D13-1038	4
D13-1039	1
D13-1040	2
D13-1041	6
D13-1042	3
D13-1043	3
D13-1044	2
D13-1045	5
D13-1046	4
D13-1047	4
D13-1048	3
D13-1049	2
